DateTime,Players,Flags,Twitch Viewers
8/30/2017 00:00,1,,
8/31/2017 00:00,,,
9/1/2017 00:00,,,
9/2/2017 00:00,,,
9/3/2017 00:00,,,
9/4/2017 00:00,,,
9/5/2017 00:00,,,
9/6/2017 00:00,,,
9/7/2017 00:00,,,
9/8/2017 00:00,,,
9/9/2017 00:00,,,
9/10/2017 00:00,,,
9/11/2017 00:00,,,
9/12/2017 00:00,,,
9/13/2017 00:00,,,
9/14/2017 00:00,,,
9/15/2017 00:00,,,
9/16/2017 00:00,,,
9/17/2017 00:00,,,
9/18/2017 00:00,,,
9/19/2017 00:00,,,
9/20/2017 00:00,,,
9/21/2017 00:00,,,
9/22/2017 00:00,,,
9/23/2017 00:00,,,
9/24/2017 00:00,,,
9/25/2017 00:00,,,
9/26/2017 00:00,,,
9/27/2017 00:00,,,
9/28/2017 00:00,,,
9/29/2017 00:00,,,
9/30/2017 00:00,,,
10/1/2017 00:00,,,
10/2/2017 00:00,,,
10/3/2017 00:00,,,
10/4/2017 00:00,,,
10/5/2017 00:00,,,
10/6/2017 00:00,,,
10/7/2017 00:00,,,
10/8/2017 00:00,,,
10/9/2017 00:00,,,
10/10/2017 00:00,,,
10/11/2017 00:00,,,
10/12/2017 00:00,,,
10/13/2017 00:00,,,
10/14/2017 00:00,,,
10/15/2017 00:00,,,
10/16/2017 00:00,,,
10/17/2017 00:00,,,
10/18/2017 00:00,1,,
10/19/2017 00:00,,,
10/20/2017 00:00,,,
10/21/2017 00:00,,,
10/22/2017 00:00,,,
10/23/2017 00:00,,,
10/24/2017 00:00,,,
10/25/2017 00:00,,,
10/26/2017 00:00,,,
10/27/2017 00:00,,,
10/28/2017 00:00,,,
10/29/2017 00:00,,,
10/30/2017 00:00,,,
10/31/2017 00:00,,,
11/1/2017 00:00,,,
11/2/2017 00:00,,,
11/3/2017 00:00,,,
11/4/2017 00:00,,,
11/5/2017 00:00,,,
11/6/2017 00:00,,,
11/7/2017 00:00,,,
11/8/2017 00:00,,,
11/9/2017 00:00,,,
11/10/2017 00:00,,,
11/11/2017 00:00,,,
11/12/2017 00:00,,,
11/13/2017 00:00,,,
11/14/2017 00:00,,,
11/15/2017 00:00,,,
11/16/2017 00:00,,,
11/17/2017 00:00,,,
11/18/2017 00:00,,,
11/19/2017 00:00,,,
11/20/2017 00:00,,,
11/21/2017 00:00,,,
11/22/2017 00:00,,,
11/23/2017 00:00,,,
11/24/2017 00:00,,,
11/25/2017 00:00,,,
11/26/2017 00:00,,,
11/27/2017 00:00,,,
11/28/2017 00:00,,,
11/29/2017 00:00,,,
11/30/2017 00:00,,,
12/1/2017 00:00,,,
12/2/2017 00:00,,,
12/3/2017 00:00,,,
12/4/2017 00:00,,,
12/5/2017 00:00,,,
12/6/2017 00:00,,,
12/7/2017 00:00,,,
12/8/2017 00:00,,,
12/9/2017 00:00,,,
12/10/2017 00:00,,,
